titulo,fecha ,descripcion,pdf,activo
1185,2026-06-10,tribunal de penas,https://raw.githubusercontent.com/fernandoponce83-prog/ligagualeguayapp/main/liga-gualeguay-app/documentos/boletin-10-06-h1.pdf,si
